,Package,Sub_package,Prop_type,Difficulty_level,Holiday Package
1113,therapy,energising earth wrap detoxification,hostel,beginner,therapy_package_197
1114,therapy,aroma cocoon,hostel,beginner,therapy_package_198
1115,therapy,herbal steam bath,hostel,beginner,therapy_package_199
1116,therapy,trataka,hostel,beginner,therapy_package_200
1117,therapy,laghu shanka prathalan,hostel,beginner,therapy_package_201
1118,therapy,calming rose quartz,hostel,beginner,therapy_package_202
1119,therapy,herbal mud plaster,hostel,beginner,therapy_package_203
1120,therapy,herbal detox bath,hostel,beginner,therapy_package_204
1121,therapy,herbal detox mud therapy,hostel,beginner,therapy_package_205
1122,therapy,vedic meditation,hostel,beginner,therapy_package_206
1123,therapy,vedic satkriya,hostel,beginner,therapy_package_207
1124,therapy,yogic satkriya,hostel,beginner,therapy_package_208
1125,therapy,sarvanga lepa,hostel,beginner,therapy_package_209
1126,therapy,aroma hot mud plaster,hostel,beginner,therapy_package_210
1127,therapy,energising scrub,hostel,beginner,therapy_package_211
1128,therapy,vedic healing,hostel,beginner,therapy_package_212
1129,therapy,pranayama,hostel,beginner,therapy_package_213
1130,therapy,prayer,hostel,beginner,therapy_package_214
1131,therapy,fire ceremony (havan),hostel,beginner,therapy_package_215
1132,therapy,silence (mauna),hostel,beginner,therapy_package_216
1133,therapy,chill plunge pool,hostel,beginner,therapy_package_217
1134,facials,vishuddha harmonizing,hostel,beginner,facials_package_31
1135,facials,skin freshner,hostel,beginner,facials_package_32
1136,facials,honey and rose,hostel,beginner,facials_package_33
1137,facials,rose quartz,hostel,beginner,facials_package_34
1138,facials,royal facial with eye rejuvenation,hostel,beginner,facials_package_35
1139,adventure,kayaking,hostel,beginner,adventure_package_79
1140,adventure,hiking,hostel,beginner,adventure_package_80
1141,adventure,treking,hostel,beginner,adventure_package_81
1142,adventure,sailing,hostel,beginner,adventure_package_82
1143,adventure,diving,hostel,beginner,adventure_package_83
1144,adventure,cycling,hostel,beginner,adventure_package_84
1145,adventure,surfing,hostel,beginner,adventure_package_85
1146,adventure,horse riding,hostel,beginner,adventure_package_86
1147,adventure,skiing,hostel,beginner,adventure_package_87
1148,adventure,running,hostel,beginner,adventure_package_88
1149,adventure,river rafting,hostel,beginner,adventure_package_89
1150,adventure,waling,hostel,beginner,adventure_package_90
1151,adventure,wild life safari,hostel,beginner,adventure_package_91
1152,local,language course,hostel,beginner,local_package_96
1153,local,kitesurfing,hostel,beginner,local_package_97
1154,local,astrology,hostel,beginner,local_package_98
1155,local,photography,hostel,beginner,local_package_99
1156,local,painting,hostel,beginner,local_package_100
1157,local,dancing,hostel,beginner,local_package_101
1158,local,life coaching,hostel,beginner,local_package_102
1159,local,festivals,hostel,beginner,local_package_103
1160,local,sightseeing,hostel,beginner,local_package_104
1161,local,nature walk,hostel,beginner,local_package_105
1162,local,bird watching,hostel,beginner,local_package_106
1163,local,art,hostel,beginner,local_package_107
1164,local,pottery,hostel,beginner,local_package_108
1165,local,mehandi,hostel,beginner,local_package_109
1166,local,ganges arati,hostel,beginner,local_package_110
1167,local,cooking,hostel,beginner,local_package_111
1168,yoga,hatha,training institute,beginner,yoga_package_183
1169,yoga,vinyasa,training institute,beginner,yoga_package_184
1170,yoga,ashtanga,training institute,beginner,yoga_package_185
1171,yoga,anusara,training institute,beginner,yoga_package_186
1172,yoga,bikram,training institute,beginner,yoga_package_187
1173,yoga,kundalini,training institute,beginner,yoga_package_188
1174,yoga,nada,training institute,beginner,yoga_package_189
1175,yoga,yin yang,training institute,beginner,yoga_package_190
1176,yoga,chakra,training institute,beginner,yoga_package_191
1177,yoga,siddhi,training institute,beginner,yoga_package_192
1178,yoga,purna,training institute,beginner,yoga_package_193
1179,yoga,raja,training institute,beginner,yoga_package_194
1180,yoga,maha,training institute,beginner,yoga_package_195
1181,yoga,char,training institute,beginner,yoga_package_196
1182,yoga,bhakti,training institute,beginner,yoga_package_197
1183,yoga,kriya,training institute,beginner,yoga_package_198
1184,yoga,power,training institute,beginner,yoga_package_199
1185,yoga,vipasana,training institute,beginner,yoga_package_200
1186,yoga,pregnent,training institute,beginner,yoga_package_201
1187,yoga,prenatal,training institute,beginner,yoga_package_202
1188,yoga,pranyama,training institute,beginner,yoga_package_203
1189,yoga,yin,training institute,beginner,yoga_package_204
1190,yoga,restorative,training institute,beginner,yoga_package_205
1191,yoga,nidra,training institute,beginner,yoga_package_206
1192,yoga,flow,training institute,beginner,yoga_package_207
1193,yoga,teacher training,training institute,beginner,yoga_package_208
1194,massage,relaxation therapeutic,training institute,beginner,massage_package_148
1195,massage,ayurveda de stress,training institute,beginner,massage_package_149
1196,massage,rejuvenation therapeautic,training institute,beginner,massage_package_150
1197,massage,salt glow,training institute,beginner,massage_package_151
1198,massage,deep tissue,training institute,beginner,massage_package_152
1199,massage,manipuri,training institute,beginner,massage_package_153
1200,massage,grounding aromatherapy,training institute,beginner,massage_package_154
1201,massage,thai,training institute,beginner,massage_package_155
1202,massage,indian head,training institute,beginner,massage_package_156
1203,massage,active,training institute,beginner,massage_package_157
1204,massage,sports recovery,training institute,beginner,massage_package_158
1205,massage,swedish,training institute,beginner,massage_package_159
1206,massage,earth stone,training institute,beginner,massage_package_160
1207,massage,kundilini back,training institute,beginner,massage_package_161
1208,massage,anti aging aroma,training institute,beginner,massage_package_162
1209,massage,detoxifying ayurvedic,training institute,beginner,massage_package_163
1210,massage,reflexology,training institute,beginner,massage_package_164
1211,massage,rejuvenation aroma,training institute,beginner,massage_package_165
1212,massage,healing scrub,training institute,beginner,massage_package_166
1213,massage,tonic vibro,training institute,beginner,massage_package_167
1214,massage,merma,training institute,beginner,massage_package_168
1215,meditation,loving-kindness meditation,training institute,beginner,meditation_package_57
1216,meditation,body scan or progressive relaxation,training institute,beginner,meditation_package_58
1217,meditation,mindfulness meditation,training institute,beginner,meditation_package_59
1218,meditation,breath awareness meditation,training institute,beginner,meditation_package_60
1219,meditation,kundalini yoga,training institute,beginner,meditation_package_61
1220,meditation,zen meditation,training institute,beginner,meditation_package_62
1221,meditation,transcendental meditation,training institute,beginner,meditation_package_63
1222,meditation,focussed attention meditation,training institute,beginner,meditation_package_64
1223,naturopathy,mud pack,training institute,beginner,naturopathy_package_120
1224,naturopathy,hydrotherapy,training institute,beginner,naturopathy_package_121
1225,naturopathy,hip bath,training institute,beginner,naturopathy_package_122
1226,naturopathy,spinal bath,training institute,beginner,naturopathy_package_123
1227,naturopathy,jet spray,training institute,beginner,naturopathy_package_124
1228,naturopathy,jacuzzi,training institute,beginner,naturopathy_package_125
1229,naturopathy,pranayama,training institute,beginner,naturopathy_package_126
1230,naturopathy,sunbath,training institute,beginner,naturopathy_package_127
1231,naturopathy,fasting,training institute,beginner,naturopathy_package_128
1232,naturopathy,aromatic hydrotherapy,training institute,beginner,naturopathy_package_129
1233,naturopathy,stimulating jet blitz showers,training institute,beginner,naturopathy_package_130
1234,naturopathy,jal neti,training institute,beginner,naturopathy_package_131
1235,naturopathy,kunjal kriya,training institute,beginner,naturopathy_package_132
1236,naturopathy,message therapy,training institute,beginner,naturopathy_package_133
1237,naturopathy,chromo therapy,training institute,beginner,naturopathy_package_134
1238,naturopathy,diet therapy,training institute,beginner,naturopathy_package_135
1239,naturopathy,sauna,training institute,beginner,naturopathy_package_136
1240,ayurvedic,abhyanga,training institute,beginner,ayurvedic_package_211
1241,ayurvedic,takradhara,training institute,beginner,ayurvedic_package_212
1242,ayurvedic,narangakizi,training institute,beginner,ayurvedic_package_213
1243,ayurvedic,sirodhara,training institute,beginner,ayurvedic_package_214
1244,ayurvedic,pizichil,training institute,beginner,ayurvedic_package_215
1245,ayurvedic,mukh lepa,training institute,beginner,ayurvedic_package_216
1246,ayurvedic,tan lepa,training institute,beginner,ayurvedic_package_217
1247,ayurvedic,navarakizi,training institute,beginner,ayurvedic_package_218
1248,ayurvedic,choorna swedana,training institute,beginner,ayurvedic_package_219
1249,ayurvedic,janu vasti,training institute,beginner,ayurvedic_package_220
1250,ayurvedic,udh warthana,training institute,beginner,ayurvedic_package_221
1251,ayurvedic,lepam,training institute,beginner,ayurvedic_package_222
1252,ayurvedic,nijavarakizi,training institute,beginner,ayurvedic_package_223
1253,ayurvedic,kati vasti,training institute,beginner,ayurvedic_package_224
1254,ayurvedic,thalapizhichil,training institute,beginner,ayurvedic_package_225
1255,ayurvedic,siro vasthy,training institute,beginner,ayurvedic_package_226
1256,ayurvedic,snehapanam,training institute,beginner,ayurvedic_package_227
1257,ayurvedic,swedana karma,training institute,beginner,ayurvedic_package_228
1258,ayurvedic,oil message,training institute,beginner,ayurvedic_package_229
1259,ayurvedic,elakizi,training institute,beginner,ayurvedic_package_230
1260,ayurvedic,polikizi,training institute,beginner,ayurvedic_package_231
1261,ayurvedic,nasyam,training institute,beginner,ayurvedic_package_232
1262,ayurvedic,virechanam,training institute,beginner,ayurvedic_package_233
1263,ayurvedic,vasathy,training institute,beginner,ayurvedic_package_234
1264,ayurvedic,tharpanam,training institute,beginner,ayurvedic_package_235
1265,ayurvedic,vamana,training institute,beginner,ayurvedic_package_236
1266,ayurvedic,rakthamoksham,training institute,beginner,ayurvedic_package_237
1267,ayurvedic,snehana karma,training institute,beginner,ayurvedic_package_238
1268,ayurvedic,lifestyle disorder ,training institute,beginner,ayurvedic_package_239
1269,ayurvedic,herbology,training institute,beginner,ayurvedic_package_240
1270,therapy,reiki,training institute,beginner,therapy_package_218
1271,therapy,accupunture,training institute,beginner,therapy_package_219
1272,therapy,aromatherapy,training institute,beginner,therapy_package_220
1273,therapy,mantra chanting,training institute,beginner,therapy_package_221
1274,therapy,eye rejuvenator,training institute,beginner,therapy_package_222
1275,therapy,jasmine salt scrub,training institute,beginner,therapy_package_223
1276,therapy,physiotherapy,training institute,beginner,therapy_package_224
1277,therapy,reflexology,training institute,beginner,therapy_package_225
1278,therapy,grounding salt scrub,training institute,beginner,therapy_package_226
1279,therapy,grounding aroma cocoon,training institute,beginner,therapy_package_227
1280,therapy,energising earth wrap detoxification,training institute,beginner,therapy_package_228
1281,therapy,aroma cocoon,training institute,beginner,therapy_package_229
1282,therapy,herbal steam bath,training institute,beginner,therapy_package_230
1283,therapy,trataka,training institute,beginner,therapy_package_231
1284,therapy,laghu shanka prathalan,training institute,beginner,therapy_package_232
1285,therapy,calming rose quartz,training institute,beginner,therapy_package_233
1286,therapy,herbal mud plaster,training institute,beginner,therapy_package_234
1287,therapy,herbal detox bath,training institute,beginner,therapy_package_235
1288,therapy,herbal detox mud therapy,training institute,beginner,therapy_package_236
1289,therapy,vedic meditation,training institute,beginner,therapy_package_237
1290,therapy,vedic satkriya,training institute,beginner,therapy_package_238
1291,therapy,yogic satkriya,training institute,beginner,therapy_package_239
1292,therapy,sarvanga lepa,training institute,beginner,therapy_package_240
1293,therapy,aroma hot mud plaster,training institute,beginner,therapy_package_241
1294,therapy,energising scrub,training institute,beginner,therapy_package_242
1295,therapy,vedic healing,training institute,beginner,therapy_package_243
1296,therapy,pranayama,training institute,beginner,therapy_package_244
1297,therapy,prayer,training institute,beginner,therapy_package_245
1298,therapy,fire ceremony (havan),training institute,beginner,therapy_package_246
1299,therapy,silence (mauna),training institute,beginner,therapy_package_247
1300,therapy,chill plunge pool,training institute,beginner,therapy_package_248
1301,facials,vishuddha harmonizing,training institute,beginner,facials_package_36
1302,facials,skin freshner,training institute,beginner,facials_package_37
1303,facials,honey and rose,training institute,beginner,facials_package_38
1304,facials,rose quartz,training institute,beginner,facials_package_39
1305,facials,royal facial with eye rejuvenation,training institute,beginner,facials_package_40
1306,adventure,kayaking,training institute,beginner,adventure_package_92
1307,adventure,hiking,training institute,beginner,adventure_package_93
1308,adventure,treking,training institute,beginner,adventure_package_94
1309,adventure,sailing,training institute,beginner,adventure_package_95
1310,adventure,diving,training institute,beginner,adventure_package_96
1311,adventure,cycling,training institute,beginner,adventure_package_97
1312,adventure,surfing,training institute,beginner,adventure_package_98
1313,adventure,horse riding,training institute,beginner,adventure_package_99
1314,adventure,skiing,training institute,beginner,adventure_package_100
1315,adventure,running,training institute,beginner,adventure_package_101
1316,adventure,river rafting,training institute,beginner,adventure_package_102
1317,adventure,waling,training institute,beginner,adventure_package_103
1318,adventure,wild life safari,training institute,beginner,adventure_package_104
1319,local,language course,training institute,beginner,local_package_112
1320,local,kitesurfing,training institute,beginner,local_package_113
1321,local,astrology,training institute,beginner,local_package_114
1322,local,photography,training institute,beginner,local_package_115
1323,local,painting,training institute,beginner,local_package_116
1324,local,dancing,training institute,beginner,local_package_117
1325,local,life coaching,training institute,beginner,local_package_118
1326,local,festivals,training institute,beginner,local_package_119
1327,local,sightseeing,training institute,beginner,local_package_120
1328,local,nature walk,training institute,beginner,local_package_121
1329,local,bird watching,training institute,beginner,local_package_122
1330,local,art,training institute,beginner,local_package_123
1331,local,pottery,training institute,beginner,local_package_124
1332,local,mehandi,training institute,beginner,local_package_125
1333,local,ganges arati,training institute,beginner,local_package_126
1334,local,cooking,training institute,beginner,local_package_127
1335,yoga,hatha,camp,intermediate,yoga_package_209
1336,yoga,vinyasa,camp,intermediate,yoga_package_210
1337,yoga,ashtanga,camp,intermediate,yoga_package_211
1338,yoga,anusara,camp,intermediate,yoga_package_212
1339,yoga,bikram,camp,intermediate,yoga_package_213
1340,yoga,kundalini,camp,intermediate,yoga_package_214
1341,yoga,nada,camp,intermediate,yoga_package_215
1342,yoga,yin yang,camp,intermediate,yoga_package_216
1343,yoga,chakra,camp,intermediate,yoga_package_217
1344,yoga,siddhi,camp,intermediate,yoga_package_218
1345,yoga,purna,camp,intermediate,yoga_package_219
1346,yoga,raja,camp,intermediate,yoga_package_220
1347,yoga,maha,camp,intermediate,yoga_package_221
1348,yoga,char,camp,intermediate,yoga_package_222
1349,yoga,bhakti,camp,intermediate,yoga_package_223
1350,yoga,kriya,camp,intermediate,yoga_package_224
1351,yoga,power,camp,intermediate,yoga_package_225
1352,yoga,vipasana,camp,intermediate,yoga_package_226
1353,yoga,pregnent,camp,intermediate,yoga_package_227
1354,yoga,prenatal,camp,intermediate,yoga_package_228
1355,yoga,pranyama,camp,intermediate,yoga_package_229
1356,yoga,yin,camp,intermediate,yoga_package_230
1357,yoga,restorative,camp,intermediate,yoga_package_231
1358,yoga,nidra,camp,intermediate,yoga_package_232
1359,yoga,flow,camp,intermediate,yoga_package_233
1360,yoga,teacher training,camp,intermediate,yoga_package_234
1361,massage,relaxation therapeutic,camp,intermediate,massage_package_169
1362,massage,ayurveda de stress,camp,intermediate,massage_package_170
1363,massage,rejuvenation therapeautic,camp,intermediate,massage_package_171
1364,massage,salt glow,camp,intermediate,massage_package_172
1365,massage,deep tissue,camp,intermediate,massage_package_173
1366,massage,manipuri,camp,intermediate,massage_package_174
1367,massage,grounding aromatherapy,camp,intermediate,massage_package_175
1368,massage,thai,camp,intermediate,massage_package_176
1369,massage,indian head,camp,intermediate,massage_package_177
1370,massage,active,camp,intermediate,massage_package_178
1371,massage,sports recovery,camp,intermediate,massage_package_179
1372,massage,swedish,camp,intermediate,massage_package_180
1373,massage,earth stone,camp,intermediate,massage_package_181
1374,massage,kundilini back,camp,intermediate,massage_package_182
1375,massage,anti aging aroma,camp,intermediate,massage_package_183
1376,massage,detoxifying ayurvedic,camp,intermediate,massage_package_184
1377,massage,reflexology,camp,intermediate,massage_package_185
1378,massage,rejuvenation aroma,camp,intermediate,massage_package_186
1379,massage,healing scrub,camp,intermediate,massage_package_187
1380,massage,tonic vibro,camp,intermediate,massage_package_188
1381,massage,merma,camp,intermediate,massage_package_189
1382,meditation,loving-kindness meditation,camp,intermediate,meditation_package_65
1383,meditation,body scan or progressive relaxation,camp,intermediate,meditation_package_66
1384,meditation,mindfulness meditation,camp,intermediate,meditation_package_67
1385,meditation,breath awareness meditation,camp,intermediate,meditation_package_68
1386,meditation,kundalini yoga,camp,intermediate,meditation_package_69
1387,meditation,zen meditation,camp,intermediate,meditation_package_70
1388,meditation,transcendental meditation,camp,intermediate,meditation_package_71
1389,meditation,focussed attention meditation,camp,intermediate,meditation_package_72
1390,naturopathy,mud pack,camp,intermediate,naturopathy_package_137
1391,naturopathy,hydrotherapy,camp,intermediate,naturopathy_package_138
1392,naturopathy,hip bath,camp,intermediate,naturopathy_package_139
1393,naturopathy,spinal bath,camp,intermediate,naturopathy_package_140
1394,naturopathy,jet spray,camp,intermediate,naturopathy_package_141
1395,naturopathy,jacuzzi,camp,intermediate,naturopathy_package_142
1396,naturopathy,pranayama,camp,intermediate,naturopathy_package_143
1397,naturopathy,sunbath,camp,intermediate,naturopathy_package_144
1398,naturopathy,fasting,camp,intermediate,naturopathy_package_145
1399,naturopathy,aromatic hydrotherapy,camp,intermediate,naturopathy_package_146
1400,naturopathy,stimulating jet blitz showers,camp,intermediate,naturopathy_package_147
1401,naturopathy,jal neti,camp,intermediate,naturopathy_package_148
1402,naturopathy,kunjal kriya,camp,intermediate,naturopathy_package_149
1403,naturopathy,message therapy,camp,intermediate,naturopathy_package_150
1404,naturopathy,chromo therapy,camp,intermediate,naturopathy_package_151
1405,naturopathy,diet therapy,camp,intermediate,naturopathy_package_152
1406,naturopathy,sauna,camp,intermediate,naturopathy_package_153
1407,ayurvedic,abhyanga,camp,intermediate,ayurvedic_package_241
1408,ayurvedic,takradhara,camp,intermediate,ayurvedic_package_242
1409,ayurvedic,narangakizi,camp,intermediate,ayurvedic_package_243
1410,ayurvedic,sirodhara,camp,intermediate,ayurvedic_package_244
1411,ayurvedic,pizichil,camp,intermediate,ayurvedic_package_245
1412,ayurvedic,mukh lepa,camp,intermediate,ayurvedic_package_246
1413,ayurvedic,tan lepa,camp,intermediate,ayurvedic_package_247
1414,ayurvedic,navarakizi,camp,intermediate,ayurvedic_package_248
1415,ayurvedic,choorna swedana,camp,intermediate,ayurvedic_package_249
1416,ayurvedic,janu vasti,camp,intermediate,ayurvedic_package_250
1417,ayurvedic,udh warthana,camp,intermediate,ayurvedic_package_251
1418,ayurvedic,lepam,camp,intermediate,ayurvedic_package_252
1419,ayurvedic,nijavarakizi,camp,intermediate,ayurvedic_package_253
1420,ayurvedic,kati vasti,camp,intermediate,ayurvedic_package_254
1421,ayurvedic,thalapizhichil,camp,intermediate,ayurvedic_package_255
1422,ayurvedic,siro vasthy,camp,intermediate,ayurvedic_package_256
1423,ayurvedic,snehapanam,camp,intermediate,ayurvedic_package_257
1424,ayurvedic,swedana karma,camp,intermediate,ayurvedic_package_258
1425,ayurvedic,oil message,camp,intermediate,ayurvedic_package_259
1426,ayurvedic,elakizi,camp,intermediate,ayurvedic_package_260
1427,ayurvedic,polikizi,camp,intermediate,ayurvedic_package_261
1428,ayurvedic,nasyam,camp,intermediate,ayurvedic_package_262
1429,ayurvedic,virechanam,camp,intermediate,ayurvedic_package_263
1430,ayurvedic,vasathy,camp,intermediate,ayurvedic_package_264
1431,ayurvedic,tharpanam,camp,intermediate,ayurvedic_package_265
1432,ayurvedic,vamana,camp,intermediate,ayurvedic_package_266
1433,ayurvedic,rakthamoksham,camp,intermediate,ayurvedic_package_267
1434,ayurvedic,snehana karma,camp,intermediate,ayurvedic_package_268
1435,ayurvedic,lifestyle disorder ,camp,intermediate,ayurvedic_package_269
1436,ayurvedic,herbology,camp,intermediate,ayurvedic_package_270
1437,therapy,reiki,camp,intermediate,therapy_package_249
1438,therapy,accupunture,camp,intermediate,therapy_package_250
1439,therapy,aromatherapy,camp,intermediate,therapy_package_251
1440,therapy,mantra chanting,camp,intermediate,therapy_package_252
1441,therapy,eye rejuvenator,camp,intermediate,therapy_package_253
1442,therapy,jasmine salt scrub,camp,intermediate,therapy_package_254
1443,therapy,physiotherapy,camp,intermediate,therapy_package_255
1444,therapy,reflexology,camp,intermediate,therapy_package_256
1445,therapy,grounding salt scrub,camp,intermediate,therapy_package_257
1446,therapy,grounding aroma cocoon,camp,intermediate,therapy_package_258
1447,therapy,energising earth wrap detoxification,camp,intermediate,therapy_package_259
1448,therapy,aroma cocoon,camp,intermediate,therapy_package_260
1449,therapy,herbal steam bath,camp,intermediate,therapy_package_261
1450,therapy,trataka,camp,intermediate,therapy_package_262
1451,therapy,laghu shanka prathalan,camp,intermediate,therapy_package_263
1452,therapy,calming rose quartz,camp,intermediate,therapy_package_264
1453,therapy,herbal mud plaster,camp,intermediate,therapy_package_265
1454,therapy,herbal detox bath,camp,intermediate,therapy_package_266
1455,therapy,herbal detox mud therapy,camp,intermediate,therapy_package_267
1456,therapy,vedic meditation,camp,intermediate,therapy_package_268
1457,therapy,vedic satkriya,camp,intermediate,therapy_package_269
1458,therapy,yogic satkriya,camp,intermediate,therapy_package_270
1459,therapy,sarvanga lepa,camp,intermediate,therapy_package_271
1460,therapy,aroma hot mud plaster,camp,intermediate,therapy_package_272
1461,therapy,energising scrub,camp,intermediate,therapy_package_273
1462,therapy,vedic healing,camp,intermediate,therapy_package_274
1463,therapy,pranayama,camp,intermediate,therapy_package_275
1464,therapy,prayer,camp,intermediate,therapy_package_276
1465,therapy,fire ceremony (havan),camp,intermediate,therapy_package_277
1466,therapy,silence (mauna),camp,intermediate,therapy_package_278
1467,therapy,chill plunge pool,camp,intermediate,therapy_package_279
1468,facials,vishuddha harmonizing,camp,intermediate,facials_package_41
1469,facials,skin freshner,camp,intermediate,facials_package_42
1470,facials,honey and rose,camp,intermediate,facials_package_43
1471,facials,rose quartz,camp,intermediate,facials_package_44
1472,facials,royal facial with eye rejuvenation,camp,intermediate,facials_package_45
1473,adventure,kayaking,camp,intermediate,adventure_package_105
1474,adventure,hiking,camp,intermediate,adventure_package_106
1475,adventure,treking,camp,intermediate,adventure_package_107
1476,adventure,sailing,camp,intermediate,adventure_package_108
1477,adventure,diving,camp,intermediate,adventure_package_109
1478,adventure,cycling,camp,intermediate,adventure_package_110
1479,adventure,surfing,camp,intermediate,adventure_package_111
1480,adventure,horse riding,camp,intermediate,adventure_package_112
1481,adventure,skiing,camp,intermediate,adventure_package_113
1482,adventure,running,camp,intermediate,adventure_package_114
1483,adventure,river rafting,camp,intermediate,adventure_package_115
1484,adventure,waling,camp,intermediate,adventure_package_116
1485,adventure,wild life safari,camp,intermediate,adventure_package_117
1486,local,language course,camp,intermediate,local_package_128
1487,local,kitesurfing,camp,intermediate,local_package_129
1488,local,astrology,camp,intermediate,local_package_130
1489,local,photography,camp,intermediate,local_package_131
1490,local,painting,camp,intermediate,local_package_132
1491,local,dancing,camp,intermediate,local_package_133
1492,local,life coaching,camp,intermediate,local_package_134
1493,local,festivals,camp,intermediate,local_package_135
1494,local,sightseeing,camp,intermediate,local_package_136
1495,local,nature walk,camp,intermediate,local_package_137
1496,local,bird watching,camp,intermediate,local_package_138
1497,local,art,camp,intermediate,local_package_139
1498,local,pottery,camp,intermediate,local_package_140
1499,local,mehandi,camp,intermediate,local_package_141
1500,local,ganges arati,camp,intermediate,local_package_142
1501,local,cooking,camp,intermediate,local_package_143
1502,yoga,hatha,resorts,intermediate,yoga_package_235
1503,yoga,vinyasa,resorts,intermediate,yoga_package_236
1504,yoga,ashtanga,resorts,intermediate,yoga_package_237
1505,yoga,anusara,resorts,intermediate,yoga_package_238
1506,yoga,bikram,resorts,intermediate,yoga_package_239
1507,yoga,kundalini,resorts,intermediate,yoga_package_240
1508,yoga,nada,resorts,intermediate,yoga_package_241
1509,yoga,yin yang,resorts,intermediate,yoga_package_242
1510,yoga,chakra,resorts,intermediate,yoga_package_243
1511,yoga,siddhi,resorts,intermediate,yoga_package_244
1512,yoga,purna,resorts,intermediate,yoga_package_245
1513,yoga,raja,resorts,intermediate,yoga_package_246
1514,yoga,maha,resorts,intermediate,yoga_package_247
1515,yoga,char,resorts,intermediate,yoga_package_248
1516,yoga,bhakti,resorts,intermediate,yoga_package_249
1517,yoga,kriya,resorts,intermediate,yoga_package_250
1518,yoga,power,resorts,intermediate,yoga_package_251
1519,yoga,vipasana,resorts,intermediate,yoga_package_252
1520,yoga,pregnent,resorts,intermediate,yoga_package_253
1521,yoga,prenatal,resorts,intermediate,yoga_package_254
1522,yoga,pranyama,resorts,intermediate,yoga_package_255
1523,yoga,yin,resorts,intermediate,yoga_package_256
1524,yoga,restorative,resorts,intermediate,yoga_package_257
1525,yoga,nidra,resorts,intermediate,yoga_package_258
1526,yoga,flow,resorts,intermediate,yoga_package_259
1527,yoga,teacher training,resorts,intermediate,yoga_package_260
1528,massage,relaxation therapeutic,resorts,intermediate,massage_package_190
1529,massage,ayurveda de stress,resorts,intermediate,massage_package_191
1530,massage,rejuvenation therapeautic,resorts,intermediate,massage_package_192
1531,massage,salt glow,resorts,intermediate,massage_package_193
1532,massage,deep tissue,resorts,intermediate,massage_package_194
1533,massage,manipuri,resorts,intermediate,massage_package_195
1534,massage,grounding aromatherapy,resorts,intermediate,massage_package_196
1535,massage,thai,resorts,intermediate,massage_package_197
1536,massage,indian head,resorts,intermediate,massage_package_198
1537,massage,active,resorts,intermediate,massage_package_199
1538,massage,sports recovery,resorts,intermediate,massage_package_200
1539,massage,swedish,resorts,intermediate,massage_package_201
1540,massage,earth stone,resorts,intermediate,massage_package_202
1541,massage,kundilini back,resorts,intermediate,massage_package_203
1542,massage,anti aging aroma,resorts,intermediate,massage_package_204
1543,massage,detoxifying ayurvedic,resorts,intermediate,massage_package_205
1544,massage,reflexology,resorts,intermediate,massage_package_206
1545,massage,rejuvenation aroma,resorts,intermediate,massage_package_207
1546,massage,healing scrub,resorts,intermediate,massage_package_208
1547,massage,tonic vibro,resorts,intermediate,massage_package_209
1548,massage,merma,resorts,intermediate,massage_package_210
1549,meditation,loving-kindness meditation,resorts,intermediate,meditation_package_73
1550,meditation,body scan or progressive relaxation,resorts,intermediate,meditation_package_74
1551,meditation,mindfulness meditation,resorts,intermediate,meditation_package_75
1552,meditation,breath awareness meditation,resorts,intermediate,meditation_package_76
1553,meditation,kundalini yoga,resorts,intermediate,meditation_package_77
1554,meditation,zen meditation,resorts,intermediate,meditation_package_78
1555,meditation,transcendental meditation,resorts,intermediate,meditation_package_79
1556,meditation,focussed attention meditation,resorts,intermediate,meditation_package_80
1557,naturopathy,mud pack,resorts,intermediate,naturopathy_package_154
1558,naturopathy,hydrotherapy,resorts,intermediate,naturopathy_package_155
1559,naturopathy,hip bath,resorts,intermediate,naturopathy_package_156
1560,naturopathy,spinal bath,resorts,intermediate,naturopathy_package_157
1561,naturopathy,jet spray,resorts,intermediate,naturopathy_package_158
1562,naturopathy,jacuzzi,resorts,intermediate,naturopathy_package_159
1563,naturopathy,pranayama,resorts,intermediate,naturopathy_package_160
1564,naturopathy,sunbath,resorts,intermediate,naturopathy_package_161
1565,naturopathy,fasting,resorts,intermediate,naturopathy_package_162
1566,naturopathy,aromatic hydrotherapy,resorts,intermediate,naturopathy_package_163
1567,naturopathy,stimulating jet blitz showers,resorts,intermediate,naturopathy_package_164
1568,naturopathy,jal neti,resorts,intermediate,naturopathy_package_165
1569,naturopathy,kunjal kriya,resorts,intermediate,naturopathy_package_166
1570,naturopathy,message therapy,resorts,intermediate,naturopathy_package_167
1571,naturopathy,chromo therapy,resorts,intermediate,naturopathy_package_168
1572,naturopathy,diet therapy,resorts,intermediate,naturopathy_package_169
1573,naturopathy,sauna,resorts,intermediate,naturopathy_package_170
1574,ayurvedic,abhyanga,resorts,intermediate,ayurvedic_package_271
1575,ayurvedic,takradhara,resorts,intermediate,ayurvedic_package_272
1576,ayurvedic,narangakizi,resorts,intermediate,ayurvedic_package_273
1577,ayurvedic,sirodhara,resorts,intermediate,ayurvedic_package_274
1578,ayurvedic,pizichil,resorts,intermediate,ayurvedic_package_275
1579,ayurvedic,mukh lepa,resorts,intermediate,ayurvedic_package_276
1580,ayurvedic,tan lepa,resorts,intermediate,ayurvedic_package_277
1581,ayurvedic,navarakizi,resorts,intermediate,ayurvedic_package_278
